"PolNum";"CalYear";"Gender";"Type";"Category";"Occupation";"Age";"Group1";"Bonus";"Poldur";"Value";"Adind";"SubGroup2";"Group2";"Density"
"2321";200328847;2011;"Female";"D";"Large";"Employed";44;10;60;2;7525;0;"L13";"L";57.06267756
"2322";200328848;2011;"Male";"A";"Medium";"Employed";27;4;-30;0;4325;0;"P27";"P";45.411434
"2323";200328849;2011;"Male";"A";"Medium";"Self-employed";26;1;-30;12;7900;0;"L15";"L";54.19066433
"2324";200328850;2011;"Male";"E";"Large";"Unemployed";41;12;-50;1;47270;1;"Q39";"Q";171.3729361
"2325";200328851;2011;"Female";"B";"Large";"Self-employed";38;10;-30;6;8125;1;"Q62";"Q";91.45292269
"2326";200328852;2011;"Female";"A";"Large";"Unemployed";53;19;0;2;12100;0;"Q60";"Q";112.4047945
"2327";200328853;2011;"Female";"D";"Large";"Employed";50;6;-50;10;8580;0;"P31";"P";33.27619903
"2328";200328854;2011;"Female";"E";"Medium";"Retired";63;7;-50;7;7845;1;"Q38";"Q";161.4389472
"2329";200328855;2011;"Male";"D";"Large";"Employed";55;19;60;3;5435;1;"P26";"P";27.20106876
"2330";200328856;2011;"Male";"D";"Large";"Self-employed";57;20;-50;4;10565;1;"L52";"L";73.25249905
"2331";200328857;2011;"Female";"A";"Medium";"Unemployed";23;9;-40;5;4640;0;"U17";"U";123.969842
"2332";200328858;2011;"Female";"B";"Small";"Housewife";44;1;-50;5;25370;0;"R37";"R";276.9454965
"2333";200328859;2011;"Male";"A";"Small";"Unemployed";32;9;50;7;47795;0;"Q30";"Q";222.2151274
"2334";200328860;2011;"Female";"C";"Small";"Employed";18;1;0;9;8805;0;"Q35";"Q";148.4018477
"2335";200328861;2011;"Male";"E";"Large";"Employed";42;13;90;10;46970;1;"L43";"L";73.26206886
"2336";200328862;2011;"Male";"B";"Medium";"Employed";43;15;-20;4;19405;0;"L67";"L";99.57981885
"2337";200328863;2011;"Male";"C";"Small";"Employed";47;10;60;4;42385;1;"P28";"P";41.2451199
"2338";200328864;2011;"Male";"D";"Large";"Housewife";56;15;20;4;25740;1;"L107";"L";64.32860507
"2339";200328865;2011;"Female";"A";"Large";"Unemployed";29;2;10;2;12035;0;"M5";"M";162.666477
"2340";200328867;2011;"Female";"E";"Medium";"Unemployed";19;10;0;0;33735;0;"R36";"R";276.3355652
"2341";200328870;2011;"Female";"F";"Small";"Housewife";56;11;-30;7;24790;0;"L82";"L";57.0415314
"2342";200328872;2011;"Female";"C";"Small";"Unemployed";29;3;-10;3;24585;1;"Q58";"Q";129.3156084
"2343";200328873;2011;"Male";"E";"Large";"Employed";22;15;40;0;43710;1;"S16";"S";36.54775004
"2344";200328874;2011;"Female";"A";"Large";"Employed";33;20;-50;2;20155;0;"M17";"M";201.6569069
"2345";200328876;2011;"Male";"B";"Small";"Employed";28;11;40;3;9840;0;"T13";"T";30.79695284
"2346";200328877;2011;"Male";"E";"Large";"Retired";63;4;-30;7;3870;0;"U13";"U";112.8034383
"2347";200328878;2011;"Female";"D";"Small";"Unemployed";29;20;-30;2;9400;0;"R25";"R";270.874006
"2348";200328879;2011;"Male";"E";"Large";"Retired";55;12;-30;3;31985;1;"U18";"U";99.17167477
"2349";200328880;2011;"Male";"D";"Large";"Employed";34;5;-30;12;13700;1;"U14";"U";123.0152076
"2350";200328881;2011;"Male";"D";"Medium";"Housewife";34;5;-40;9;17365;1;"L24";"L";63.50810856
"2351";200328882;2011;"Female";"F";"Medium";"Employed";25;11;-30;8;8980;1;"Q63";"Q";125.9456252
"2352";200328883;2011;"Female";"A";"Large";"Retired";46;17;-50;13;14315;1;"Q35";"Q";148.4018477
"2353";200328884;2011;"Female";"A";"Medium";"Retired";66;10;-50;8;9220;0;"S12";"S";15.8925395
"2354";200328885;2011;"Male";"D";"Large";"Employed";42;12;120;0;6155;1;"Q42";"Q";148.4945135
"2355";200328886;2011;"Female";"A";"Small";"Employed";42;8;-50;8;43425;1;"L61";"L";65.78489891
"2356";200328887;2011;"Male";"D";"Large";"Self-employed";65;14;-50;4;49260;1;"M2";"M";139.2830008
"2357";200328888;2011;"Male";"A";"Large";"Retired";61;18;-50;9;20985;1;"L84";"L";129.6779531
"2358";200328889;2011;"Male";"B";"Small";"Unemployed";25;2;30;2;8665;0;"L12";"L";51.4116382
"2359";200328890;2011;"Female";"F";"Large";"Housewife";58;17;0;0;29940;1;"O1";"O";36.25444122
"2360";200328892;2011;"Male";"B";"Large";"Unemployed";46;18;-50;9;24120;1;"S10";"S";21.95355362
"2361";200328893;2011;"Male";"C";"Large";"Retired";67;16;-40;3;17285;0;"Q64";"Q";132.7922667
"2362";200328896;2011;"Female";"A";"Small";"Housewife";38;14;-50;1;16230;1;"S17";"S";20.53346329
"2363";200328897;2011;"Male";"B";"Small";"Employed";18;17;0;8;27720;0;"R6";"R";236.3993842
"2364";200328898;2011;"Male";"E";"Small";"Unemployed";35;4;-40;5;26150;1;"L44";"L";65.3447011
"2365";200328899;2011;"Female";"B";"Small";"Unemployed";36;11;40;2;14775;1;"L11";"L";37.45585227
"2366";200328900;2011;"Male";"B";"Small";"Employed";29;2;-50;7;6530;1;"Q44";"Q";150.2239631
"2367";200328902;2011;"Male";"B";"Large";"Housewife";53;12;-50;8;3135;0;"S15";"S";32.26996388
"2368";200328904;2011;"Male";"E";"Medium";"Employed";52;17;-50;11;35400;1;"R21";"R";275.2822626
"2369";200328905;2011;"Male";"B";"Small";"Retired";52;8;-50;0;8355;0;"L29";"L";66.94554904
"2370";200328906;2011;"Female";"A";"Medium";"Employed";27;13;50;9;43985;0;"Q26";"Q";237.675525
"2371";200328908;2011;"Male";"E";"Small";"Employed";26;3;-30;3;7400;1;"R19";"R";272.9669948
"2372";200328909;2011;"Male";"A";"Large";"Retired";72;11;-30;3;26250;1;"R9";"R";251.432848
"2373";200328910;2011;"Female";"D";"Small";"Employed";21;2;-10;1;1845;0;"Q63";"Q";125.9456252
"2374";200328911;2011;"Male";"B";"Medium";"Retired";69;17;-50;0;18770;1;"P9";"P";37.83728202
"2375";200328912;2011;"Male";"B";"Small";"Housewife";24;7;50;1;5785;0;"S20";"S";34.15043101
"2376";200328914;2011;"Male";"A";"Small";"Unemployed";34;16;50;13;13775;1;"L71";"L";120.7793723
"2377";200328915;2011;"Male";"A";"Medium";"Employed";27;19;50;3;19960;1;"L97";"L";63.82886936
"2378";200328916;2011;"Male";"F";"Large";"Employed";56;12;-40;0;26075;0;"L87";"L";87.83581964
"2379";200328919;2011;"Female";"A";"Medium";"Housewife";47;2;-40;2;6480;0;"L71";"L";120.7793723
"2380";200328920;2011;"Male";"D";"Medium";"Self-employed";48;5;-40;10;17650;0;"L58";"L";64.53563007
"2381";200328921;2011;"Male";"A";"Medium";"Housewife";38;7;-10;2;7820;1;"L55";"L";91.55064058
"2382";200328922;2011;"Female";"F";"Large";"Self-employed";34;11;-40;3;17980;0;"N11";"N";88.89623143
"2383";200328924;2011;"Male";"E";"Large";"Employed";44;15;10;0;29220;0;"S40";"S";34.81095528
"2384";200328925;2011;"Female";"E";"Large";"Self-employed";27;7;10;5;4565;0;"L104";"L";50.1264516
"2385";200328926;2011;"Male";"A";"Small";"Unemployed";29;18;-30;5;29375;0;"R18";"R";284.1301175
"2386";200328927;2011;"Male";"C";"Small";"Employed";31;16;-50;2;23800;1;"Q20";"Q";181.4165594
"2387";200328929;2011;"Female";"A";"Large";"Employed";25;7;60;2;7910;0;"Q63";"Q";125.9456252
"2388";200328930;2011;"Male";"A";"Small";"Housewife";33;15;100;0;11265;0;"U7";"U";103.9493988
"2389";200328931;2011;"Female";"C";"Medium";"Employed";46;4;-40;3;6030;1;"O33";"O";27.68609024
"2390";200328933;2011;"Male";"F";"Small";"Housewife";31;12;20;0;36160;0;"L94";"L";84.22903844
"2391";200328935;2011;"Male";"B";"Medium";"Unemployed";32;18;-30;0;13835;1;"P25";"P";31.88091224
"2392";200328936;2011;"Male";"C";"Small";"Self-employed";35;5;-20;0;24915;1;"L95";"L";68.37942919
"2393";200328937;2011;"Female";"A";"Medium";"Unemployed";29;2;10;5;29380;0;"S20";"S";34.15043101
"2394";200328938;2011;"Male";"A";"Large";"Housewife";47;14;-50;2;15825;0;"R31";"R";285.6217445
"2395";200328940;2011;"Female";"C";"Large";"Unemployed";42;10;-50;13;15670;1;"S21";"S";14.37714238
"2396";200328941;2011;"Female";"D";"Large";"Employed";26;15;20;13;6010;1;"L97";"L";63.82886936
"2397";200328943;2011;"Female";"A";"Medium";"Employed";33;12;-50;7;9255;1;"Q12";"Q";167.9366556
"2398";200328944;2011;"Female";"A";"Large";"Unemployed";21;14;10;2;18220;1;"N12";"N";133.2886429
"2399";200328946;2011;"Male";"A";"Small";"Retired";51;5;-10;6;9860;1;"R29";"R";291.3194903
"2400";200328948;2011;"Male";"C";"Large";"Employed";33;8;140;7;13560;0;"L99";"L";100.9312267
"2401";200328949;2011;"Male";"D";"Large";"Self-employed";53;6;-20;7;9845;1;"O14";"O";36.14074742
"2402";200328950;2011;"Female";"E";"Medium";"Unemployed";38;14;-50;7;35320;0;"R3";"R";200.6565503
"2403";200328951;2011;"Male";"C";"Small";"Self-employed";32;15;60;0;11070;1;"N22";"N";100.833778
"2404";200328953;2011;"Female";"D";"Small";"Unemployed";27;11;-10;5;11930;1;"M20";"M";148.9956325
"2405";200328954;2011;"Female";"A";"Medium";"Retired";49;2;-30;8;8120;1;"P26";"P";27.20106876
"2406";200328956;2011;"Male";"E";"Medium";"Retired";52;11;-40;3;14640;0;"L87";"L";87.83581964
"2407";200328957;2011;"Female";"C";"Large";"Self-employed";73;10;30;9;23460;1;"Q35";"Q";148.4018477
"2408";200328959;2011;"Female";"A";"Small";"Employed";29;10;20;1;10530;0;"L26";"L";67.56457622
"2409";200328960;2011;"Male";"A";"Large";"Employed";33;14;10;2;15465;0;"R33";"R";297.3851697
"2410";200328961;2011;"Male";"A";"Medium";"Self-employed";41;9;-50;0;21225;1;"L68";"L";68.97630254
"2411";200328962;2011;"Female";"E";"Medium";"Retired";51;11;-50;0;5065;1;"M11";"M";156.1042255
"2412";200328963;2011;"Male";"C";"Large";"Housewife";51;10;-20;13;30225;0;"L75";"L";79.1594481
"2413";200328967;2011;"Female";"C";"Medium";"Employed";21;10;40;15;9180;1;"R5";"R";258.9237292
"2414";200328968;2011;"Male";"A";"Large";"Employed";52;15;-50;13;18300;1;"Q16";"Q";207.1446249
"2415";200328970;2011;"Male";"C";"Medium";"Unemployed";28;7;150;4;27490;0;"R49";"R";208.8164363
"2416";200328971;2011;"Male";"B";"Large";"Employed";38;13;-50;10;18395;1;"R22";"R";270.4632326
"2417";200328972;2011;"Male";"A";"Small";"Employed";44;13;-10;13;16540;1;"Q52";"Q";168.6499611
"2418";200328974;2011;"Male";"C";"Medium";"Housewife";32;19;-40;2;18320;0;"L128";"L";56.70111618
"2419";200328977;2011;"Male";"F";"Medium";"Self-employed";36;9;-10;6;16200;1;"P21";"P";37.76157765
"2420";200328979;2011;"Male";"C";"Large";"Self-employed";59;12;-30;14;25050;0;"Q8";"Q";124.3443471
"2421";200328981;2011;"Male";"E";"Small";"Retired";65;13;-30;15;9575;1;"S5";"S";24.84670738
"2422";200328983;2011;"Female";"C";"Medium";"Employed";43;7;-30;4;16650;0;"Q24";"Q";222.735365
"2423";200328984;2011;"Male";"D";"Medium";"Unemployed";31;13;-50;13;18905;1;"T3";"T";27.83505842
"2424";200328985;2011;"Female";"C";"Small";"Housewife";65;19;-50;0;23935;1;"Q48";"Q";186.6850127
"2425";200328986;2011;"Male";"C";"Medium";"Employed";20;18;30;11;42460;0;"R34";"R";276.9950185
"2426";200328987;2011;"Male";"B";"Small";"Unemployed";41;16;-50;2;29030;1;"N4";"N";109.6318854
"2427";200328988;2011;"Male";"E";"Small";"Housewife";40;18;-30;0;16400;1;"Q64";"Q";132.7922667
"2428";200328989;2011;"Male";"D";"Large";"Housewife";53;12;-20;5;11090;1;"L116";"L";100.3048589
"2429";200328990;2011;"Male";"A";"Large";"Housewife";31;17;-50;7;31060;0;"T11";"T";28.61559614
"2430";200328991;2011;"Male";"E";"Medium";"Housewife";51;15;-50;12;26570;0;"R26";"R";295.7970919
"2431";200328992;2011;"Male";"A";"Small";"Self-employed";41;7;-10;12;15485;1;"Q1";"Q";114.1413271
"2432";200328993;2011;"Male";"D";"Small";"Employed";44;14;30;0;17985;0;"Q19";"Q";157.245582
"2433";200328994;2011;"Female";"B";"Large";"Retired";67;10;-40;10;7210;1;"U13";"U";112.8034383
"2434";200328997;2011;"Male";"F";"Small";"Housewife";45;8;0;12;7635;1;"L123";"L";60.91112257
"2435";200328998;2011;"Female";"D";"Small";"Employed";22;4;10;15;7955;1;"S27";"S";26.27361792
"2436";200328999;2011;"Female";"D";"Large";"Housewife";53;7;-30;2;8080;0;"R23";"R";282.3344767
"2437";200329001;2011;"Male";"A";"Large";"Employed";36;15;-30;1;22920;1;"L94";"L";84.22903844
"2438";200329003;2011;"Male";"B";"Large";"Self-employed";55;9;-30;0;37695;0;"P25";"P";31.88091224
"2439";200329004;2011;"Female";"C";"Large";"Unemployed";33;1;-50;3;16495;1;"L14";"L";71.78834285
"2440";200329005;2011;"Male";"A";"Large";"Employed";18;4;0;12;16815;0;"R24";"R";225.1417422
"2441";200329007;2011;"Female";"D";"Small";"Housewife";22;13;100;0;4360;0;"Q56";"Q";114.1467007
"2442";200329008;2011;"Male";"B";"Large";"Self-employed";27;9;-40;4;29380;0;"R34";"R";276.9950185
"2443";200329009;2011;"Male";"A";"Medium";"Self-employed";48;10;60;2;24595;1;"P25";"P";31.88091224
"2444";200329010;2011;"Female";"A";"Small";"Housewife";35;11;30;1;38765;0;"R37";"R";276.9454965
"2445";200329011;2011;"Female";"B";"Medium";"Employed";28;15;10;1;24935;1;"P31";"P";33.27619903
"2446";200329012;2011;"Female";"B";"Large";"Self-employed";38;17;-30;0;15850;1;"O11";"O";49.11503947
"2447";200329014;2011;"Male";"A";"Large";"Employed";60;1;-20;9;11185;1;"Q38";"Q";161.4389472
"2448";200329015;2011;"Male";"B";"Large";"Housewife";58;10;50;5;3425;1;"R36";"R";276.3355652
"2449";200329016;2011;"Male";"D";"Small";"Unemployed";19;15;-10;0;31350;0;"L119";"L";74.57233929
"2450";200329017;2011;"Female";"F";"Small";"Employed";34;16;-10;8;21785;0;"L56";"L";87.14669097
"2451";200329019;2011;"Female";"A";"Small";"Self-employed";43;11;-50;11;7230;0;"O25";"O";38.35953437
"2452";200329021;2011;"Male";"A";"Large";"Employed";44;11;30;5;1785;1;"R9";"R";251.432848
"2453";200329022;2011;"Male";"C";"Large";"Retired";64;3;-30;4;14660;0;"R26";"R";295.7970919
"2454";200329023;2011;"Male";"B";"Small";"Employed";33;7;-50;15;17900;1;"L125";"L";44.16537902
"2455";200329024;2011;"Male";"B";"Large";"Employed";42;12;-10;0;10490;1;"Q4";"Q";138.5066713
"2456";200329025;2011;"Female";"C";"Medium";"Retired";65;17;30;13;26655;1;"Q24";"Q";222.735365
"2457";200329026;2011;"Male";"D";"Small";"Unemployed";28;9;-20;0;21600;0;"N15";"N";113.2248348
"2458";200329027;2011;"Male";"D";"Large";"Housewife";29;12;60;14;9400;1;"Q46";"Q";174.6445246
"2459";200329029;2011;"Female";"C";"Small";"Employed";39;4;-10;2;21925;0;"L94";"L";84.22903844
"2460";200329030;2011;"Male";"C";"Large";"Self-employed";67;10;-40;13;10280;1;"L77";"L";71.51212062
"2461";200329031;2011;"Male";"B";"Medium";"Self-employed";45;5;-30;9;13345;1;"T24";"T";24.89492323
"2462";200329032;2011;"Female";"A";"Small";"Employed";30;4;-30;13;1715;0;"M15";"M";162.9324677
"2463";200329033;2011;"Male";"B";"Large";"Self-employed";71;11;-40;14;12790;0;"L49";"L";69.70102973
"2464";200329034;2011;"Female";"F";"Medium";"Housewife";65;16;-30;12;35625;1;"R29";"R";291.3194903
"2465";200329035;2011;"Male";"E";"Small";"Housewife";45;10;-10;13;24600;0;"L7";"L";55.29380019
"2466";200329036;2011;"Male";"B";"Small";"Employed";42;14;20;1;9770;1;"L106";"L";76.89987008
"2467";200329037;2011;"Female";"A";"Small";"Self-employed";28;12;20;12;9245;1;"Q56";"Q";114.1467007
"2468";200329039;2011;"Female";"F";"Large";"Housewife";42;12;100;1;19350;1;"T21";"T";29.82213153
"2469";200329040;2011;"Male";"A";"Large";"Unemployed";41;13;-40;13;2385;1;"U8";"U";125.1320458
"2470";200329042;2011;"Female";"E";"Small";"Self-employed";37;7;90;7;8205;1;"N8";"N";106.5583041
"2471";200329043;2011;"Female";"A";"Medium";"Employed";21;12;-10;7;16890;0;"S32";"S";25.26137811
"2472";200329044;2011;"Male";"E";"Medium";"Housewife";50;18;-50;3;20755;0;"R1";"R";222.711392
"2473";200329045;2011;"Male";"B";"Large";"Employed";31;8;20;7;14460;0;"P1";"P";22.75483466
"2474";200329046;2011;"Male";"B";"Small";"Retired";49;5;-30;11;24810;1;"Q39";"Q";171.3729361
"2475";200329047;2011;"Male";"F";"Medium";"Self-employed";46;15;10;8;12670;1;"L57";"L";44.92088199
"2476";200329048;2011;"Female";"E";"Medium";"Employed";18;10;0;8;12595;0;"R44";"R";237.4189585
"2477";200329049;2011;"Male";"A";"Medium";"Retired";57;16;-40;4;13595;0;"L54";"L";71.66099406
"2478";200329050;2011;"Female";"A";"Large";"Employed";40;6;-40;3;4955;1;"L89";"L";64.12305444
"2479";200329051;2011;"Female";"B";"Medium";"Self-employed";29;17;-50;9;12265;1;"L90";"L";92.10692821
"2480";200329054;2011;"Male";"A";"Medium";"Housewife";39;10;-50;6;6970;1;"T15";"T";25.28528423
"2481";200329056;2011;"Female";"B";"Medium";"Housewife";36;11;100;11;22650;0;"T20";"T";22.24129416
"2482";200329057;2011;"Male";"A";"Medium";"Self-employed";18;12;0;3;16400;0;"Q13";"Q";166.5549379
"2483";200329058;2011;"Male";"A";"Small";"Housewife";23;9;-30;3;28530;0;"Q17";"Q";202.5335882
"2484";200329061;2011;"Male";"D";"Medium";"Unemployed";29;17;-40;15;39660;1;"Q31";"Q";185.1345389
"2485";200329062;2011;"Female";"E";"Large";"Housewife";43;9;-50;4;9235;1;"N7";"N";88.95152383
"2486";200329066;2011;"Female";"B";"Large";"Employed";35;11;80;10;41410;0;"R17";"R";221.7063984
"2487";200329067;2011;"Female";"D";"Large";"Housewife";45;19;-50;12;20335;1;"R44";"R";237.4189585
"2488";200329068;2011;"Male";"C";"Medium";"Employed";57;2;70;15;11090;0;"Q5";"Q";99.6400095
"2489";200329069;2011;"Male";"A";"Small";"Unemployed";27;15;10;3;29500;1;"L98";"L";106.5803023
"2490";200329070;2011;"Male";"A";"Small";"Housewife";42;12;50;8;10005;0;"Q39";"Q";171.3729361
"2491";200329071;2011;"Male";"C";"Medium";"Employed";48;7;-30;5;19460;1;"L135";"L";40.0945365
"2492";200329074;2011;"Male";"B";"Medium";"Employed";20;3;0;9;1050;0;"R41";"R";240.0004036
"2493";200329075;2011;"Male";"C";"Small";"Housewife";23;11;-10;1;8605;1;"R26";"R";295.7970919
"2494";200329076;2011;"Male";"D";"Small";"Employed";20;8;0;12;12395;0;"R19";"R";272.9669948
"2495";200329077;2011;"Female";"E";"Medium";"Self-employed";28;16;30;0;20930;0;"M7";"M";178.2443114
"2496";200329078;2011;"Female";"D";"Medium";"Housewife";40;9;10;4;18200;0;"Q4";"Q";138.5066713
"2497";200329080;2011;"Male";"A";"Large";"Employed";36;16;-30;2;47900;0;"N18";"N";103.2132915
"2498";200329081;2011;"Female";"D";"Large";"Self-employed";50;18;40;14;22655;1;"N12";"N";133.2886429
"2499";200329082;2011;"Male";"A";"Medium";"Housewife";42;9;10;2;9980;1;"M9";"M";156.6298557
"2500";200329083;2011;"Male";"B";"Large";"Retired";70;6;120;6;19680;0;"U13";"U";112.8034383
"2501";200329084;2011;"Female";"A";"Medium";"Unemployed";30;13;50;0;7175;1;"Q42";"Q";148.4945135
"2502";200329085;2011;"Female";"C";"Medium";"Housewife";45;9;80;0;11555;0;"T26";"T";37.63520484
"2503";200329086;2011;"Female";"B";"Small";"Self-employed";47;10;-10;9;11530;0;"R48";"R";238.240414
"2504";200329087;2011;"Female";"E";"Medium";"Employed";28;16;30;1;26860;0;"O33";"O";27.68609024
"2505";200329088;2011;"Male";"D";"Large";"Employed";38;10;20;2;45765;0;"L101";"L";70.06509679
"2506";200329089;2011;"Male";"D";"Large";"Employed";52;11;-50;7;10160;0;"P24";"P";31.91620696
"2507";200329090;2011;"Male";"C";"Medium";"Employed";30;5;110;3;1635;1;"R6";"R";236.3993842
"2508";200329091;2011;"Male";"D";"Small";"Unemployed";29;12;-10;0;42425;1;"L113";"L";55.96459579
"2509";200329092;2011;"Male";"F";"Medium";"Housewife";68;15;-40;0;4375;1;"Q31";"Q";185.1345389
"2510";200329093;2011;"Male";"B";"Medium";"Housewife";32;14;-50;14;9530;0;"R37";"R";276.9454965
"2511";200329094;2011;"Male";"D";"Large";"Housewife";35;15;-50;10;22405;1;"L107";"L";64.32860507
"2512";200329095;2011;"Male";"D";"Small";"Employed";39;9;0;0;5120;1;"R13";"R";248.5121203
"2513";200329096;2011;"Male";"F";"Large";"Employed";56;11;-50;0;11840;1;"L112";"L";66.06668352
"2514";200329097;2011;"Female";"A";"Medium";"Self-employed";36;13;-50;2;11345;0;"Q48";"Q";186.6850127
"2515";200329098;2011;"Female";"D";"Medium";"Housewife";39;12;-50;10;13670;1;"S32";"S";25.26137811
"2516";200329099;2011;"Male";"D";"Small";"Employed";24;12;-30;15;9570;1;"L16";"L";66.46782671
"2517";200329101;2011;"Female";"D";"Medium";"Self-employed";44;4;-50;7;8355;1;"L79";"L";56.11415278
"2518";200329102;2011;"Male";"E";"Medium";"Employed";45;8;-10;0;26340;1;"R46";"R";218.9832303
"2519";200329103;2011;"Male";"A";"Small";"Employed";29;18;-10;1;48320;0;"U6";"U";76.98652096
"2520";200329105;2011;"Male";"C";"Small";"Retired";49;7;-50;3;6570;1;"L123";"L";60.91112257
"2521";200329106;2011;"Male";"A";"Medium";"Employed";29;7;30;3;1840;1;"Q17";"Q";202.5335882
"2522";200329108;2011;"Female";"A";"Small";"Employed";21;4;10;0;26770;0;"L18";"L";58.91132801
"2523";200329111;2011;"Male";"E";"Large";"Retired";59;16;-40;12;27020;1;"Q32";"Q";148.3685156
"2524";200329112;2011;"Male";"A";"Small";"Retired";46;8;-50;9;49690;1;"Q12";"Q";167.9366556
"2525";200329113;2011;"Male";"B";"Small";"Employed";52;19;130;3;5065;1;"Q65";"Q";77.73738533
"2526";200329114;2011;"Male";"A";"Medium";"Self-employed";37;3;40;0;20020;1;"T1";"T";28.96459267
"2527";200329115;2011;"Male";"A";"Medium";"Retired";49;11;-50;5;8150;0;"R47";"R";249.7835716
"2528";200329116;2011;"Male";"E";"Medium";"Housewife";55;12;-30;0;20945;1;"M17";"M";201.6569069
"2529";200329117;2011;"Female";"B";"Medium";"Unemployed";24;8;-10;0;17445;1;"Q34";"Q";212.4247054
"2530";200329118;2011;"Female";"B";"Large";"Housewife";59;13;-50;0;6795;1;"L122";"L";66.11361207
"2531";200329119;2011;"Male";"A";"Medium";"Self-employed";45;11;0;2;29900;1;"S3";"S";27.86273727
"2532";200329121;2011;"Male";"B";"Large";"Housewife";58;8;-30;5;4045;1;"L18";"L";58.91132801
"2533";200329122;2011;"Male";"A";"Medium";"Employed";43;5;-40;2;4410;1;"Q66";"Q";99.43621052
"2534";200329123;2011;"Male";"B";"Large";"Retired";63;8;-30;0;6015;1;"L32";"L";59.11189493
"2535";200329124;2011;"Female";"E";"Large";"Employed";59;2;-50;2;3425;1;"L17";"L";61.30612555
"2536";200329127;2011;"Male";"D";"Small";"Unemployed";45;8;-40;4;7880;1;"R40";"R";284.9991194
"2537";200329128;2011;"Female";"C";"Small";"Employed";25;9;-40;7;14490;0;"L72";"L";49.6329834
"2538";200329129;2011;"Male";"B";"Small";"Self-employed";25;17;-40;15;22975;0;"Q17";"Q";202.5335882
"2539";200329131;2011;"Female";"E";"Large";"Housewife";31;13;-30;3;28535;1;"P3";"P";34.88186234
"2540";200329132;2011;"Female";"D";"Large";"Retired";62;15;-40;3;43490;1;"L107";"L";64.32860507
"2541";200329133;2011;"Male";"D";"Large";"Housewife";46;20;80;7;46315;0;"Q65";"Q";77.73738533
"2542";200329135;2011;"Female";"B";"Medium";"Employed";32;4;10;1;2230;1;"U4";"U";114.881582
"2543";200329139;2011;"Female";"D";"Large";"Retired";69;19;-30;1;29605;1;"L11";"L";37.45585227
"2544";200329140;2011;"Male";"B";"Medium";"Housewife";26;9;-20;1;9165;0;"N21";"N";71.18027901
"2545";200329142;2011;"Male";"B";"Medium";"Self-employed";38;14;70;9;8935;1;"Q26";"Q";237.675525
"2546";200329143;2011;"Male";"D";"Medium";"Employed";45;4;-30;15;24340;1;"Q45";"Q";98.10372854
"2547";200329144;2011;"Female";"E";"Large";"Self-employed";75;13;-50;4;22490;1;"L44";"L";65.3447011
"2548";200329146;2011;"Male";"B";"Large";"Unemployed";40;13;90;13;9500;0;"Q12";"Q";167.9366556
"2549";200329147;2011;"Male";"D";"Large";"Unemployed";38;13;0;1;5425;1;"M9";"M";156.6298557
"2550";200329149;2011;"Female";"B";"Large";"Retired";62;15;-30;2;26415;0;"S22";"S";38.33660541
"2551";200329150;2011;"Male";"F";"Medium";"Employed";49;15;-40;1;26895;0;"R38";"R";284.2162652
"2552";200329152;2011;"Female";"D";"Small";"Employed";21;8;30;13;10610;0;"O11";"O";49.11503947
"2553";200329153;2011;"Female";"D";"Large";"Self-employed";37;2;80;2;5805;1;"L58";"L";64.53563007
"2554";200329155;2011;"Male";"D";"Small";"Housewife";43;18;-50;0;39110;0;"L27";"L";58.81986821
"2555";200329156;2011;"Male";"A";"Medium";"Self-employed";41;8;-50;11;1380;1;"P7";"P";25.62227499
"2556";200329157;2011;"Male";"A";"Large";"Employed";37;4;-50;0;36450;0;"L116";"L";100.3048589
"2557";200329158;2011;"Female";"A";"Large";"Employed";34;19;-10;2;17390;0;"O17";"O";24.11879116
"2558";200329160;2011;"Male";"A";"Large";"Employed";28;18;140;10;24680;0;"R48";"R";238.240414
"2559";200329161;2011;"Male";"B";"Small";"Housewife";29;1;70;6;7505;1;"M11";"M";156.1042255
"2560";200329163;2011;"Male";"D";"Large";"Retired";63;6;-30;14;9100;1;"N17";"N";137.8151761
"2561";200329164;2011;"Male";"A";"Medium";"Unemployed";46;19;-50;0;46410;1;"L42";"L";68.95196256
"2562";200329165;2011;"Male";"A";"Large";"Employed";20;18;40;3;26360;0;"U12";"U";54.93181221
"2563";200329166;2011;"Male";"D";"Medium";"Self-employed";56;17;20;12;42320;1;"U8";"U";125.1320458
"2564";200329167;2011;"Male";"B";"Large";"Housewife";68;2;70;8;1500;1;"R46";"R";218.9832303
"2565";200329168;2011;"Female";"F";"Small";"Employed";57;20;-40;3;7375;1;"L52";"L";73.25249905
"2566";200329170;2011;"Male";"E";"Medium";"Employed";28;12;-50;4;20225;0;"S21";"S";14.37714238
"2567";200329171;2011;"Male";"B";"Medium";"Unemployed";40;8;-30;7;19500;0;"N5";"N";47.58194704
"2568";200329172;2011;"Male";"D";"Small";"Self-employed";33;6;-30;6;5495;0;"Q20";"Q";181.4165594
"2569";200329173;2011;"Male";"F";"Large";"Self-employed";22;13;0;5;6055;0;"S37";"S";33.73278519
"2570";200329174;2011;"Female";"B";"Small";"Self-employed";36;19;-20;12;29210;1;"O25";"O";38.35953437
"2571";200329175;2011;"Female";"A";"Small";"Employed";29;6;-40;4;27340;1;"L95";"L";68.37942919
"2572";200329177;2011;"Male";"C";"Large";"Retired";70;14;-30;0;5665;0;"L67";"L";99.57981885
